title,year,budget_raw,box_office_raw,image,budget_millionUSD,box_office_millionUSD,title_clean,log_budget,log_box_office
Doctor Zhivago,1965,$11 million,"$43,000,000",images\1965_Doctor_Zhivago.jpg,11.0,43.0,Doctor Zhivago,2.4849066497880004,3.784189633918261
Thunderball,1965,$9 million,"$27,000,000",images\1965_Thunderball.jpg,9.0,27.0,Thunderball,2.302585092994046,3.332204510175204
Those Magnificent Men in their Flying Machines,1965,$6.5 million,"$14,000,000",images\1965_Those_Magnificent_Men_in_their_Flying_Machines.jpg,6.5,14.0,Those Magnificent Men in their Flying Machines,2.0149030205422647,2.70805020110221
The Great Race,1965,US$12 million,"$11,400,000",images\1965_The_Great_Race.jpg,12.0,11.4,The Great Race,2.5649493574615367,2.517696472610991
Von Ryan's Express,1965,$5.76 million,"$7,700,000",images\1965_Von_Ryan's_Express.jpg,5.76,7.7,Von Ryan's Express,1.9110228900548727,2.163323025660538
Hawaii,1966,$15 million,"$15,600,000",images\1966_Hawaii.jpg,15.0,15.6,Hawaii,2.772588722239781,2.8094026953624978
The Bible: In the Beginning...,1966,$15-$18 million,"$15,000,000",images\1966_The_Bible:_In_the_Beginning....jpg,16.5,15.0,The Bible: In the Beginning...,2.8622008809294686,2.772588722239781
Who's Afraid of Virginia Woolf?,1966,$7.5 million,"$14,500,000",images\1966_Who's_Afraid_of_Virginia_Woolf?.jpg,7.5,14.5,Who's Afraid of Virginia Woolf?,2.1400661634962708,2.740840023925201
The Sand Pebbles,1966,$12.1 million,"$13,500,000",images\1966_The_Sand_Pebbles.jpg,12.1,13.5,The Sand Pebbles,2.5726122302071057,2.6741486494265287
A Man for All Seasons,1966,$2 million,"$12,800,000",images\1966_A_Man_for_All_Seasons.jpg,2.0,12.8,A Man for All Seasons,1.0986122886681098,2.624668592163159
"The Russians Are Coming, the Russians Are Coming",1966,$3.9 million,"$9,800,000","images\1966_The_Russians_Are_Coming,_the_Russians_Are_Coming.jpg",3.9,9.8,"The Russians Are Coming, the Russians Are Coming",1.589235205116581,2.379546134130174
Grand Prix,1966,$9 million,"$9,300,000",images\1966_Grand_Prix.jpg,9.0,9.3,Grand Prix,2.302585092994046,2.33214389523559
Alfie,1966,"$500,000","$8,500,000",images\1966_Alfie.jpg,0.5,8.5,Alfie,0.4054651081081644,2.2512917986064953
Georgy Girl,1966,"$400,000","$7,600,000",images\1966_Georgy_Girl.jpg,0.4,7.6,Georgy Girl,0.33647223662121295,2.151762203259462
The Graduate,1967,$3 million,"$43,100,000",images\1967_The_Graduate.jpg,3.0,43.1,The Graduate,1.3862943611198906,3.7864597824528
Guess Who's Coming to Dinner,1967,$4 million,"$25,500,000",images\1967_Guess_Who's_Coming_to_Dinner.jpg,4.0,25.5,Guess Who's Coming to Dinner,1.6094379124341003,3.2771447329921766
Bonnie and Clyde,1967,$2.5 million,"$22,000,000",images\1967_Bonnie_and_Clyde.jpg,2.5,22.0,Bonnie and Clyde,1.252762968495368,3.1354942159291497
The Dirty Dozen,1967,$5.4 million,"$20,100,000",images\1967_The_Dirty_Dozen.jpg,5.4,20.1,The Dirty Dozen,1.8562979903656263,3.0492730404820207
Valley of the Dolls,1967,$4.7 million,"$20,000,000",images\1967_Valley_of_the_Dolls.jpg,4.7,20.0,Valley of the Dolls,1.7404661748405046,3.044522437723423
"To Sir, with Love",1967,"$625,000  or $600,000","$19,100,000","images\1967_To_Sir,_with_Love.jpg",0.6125,19.1,"To Sir, with Love",0.4777857696877905,3.0007198150650303
You Only Live Twice,1967,$9.5 million,"$18,000,000",images\1967_You_Only_Live_Twice.jpg,9.5,18.0,You Only Live Twice,2.3513752571634776,2.9444389791664403
Thoroughly Modern Millie,1967,$6 million,"$14,700,000",images\1967_Thoroughly_Modern_Millie.jpg,6.0,14.7,Thoroughly Modern Millie,1.9459101490553132,2.7536607123542622
The Jungle Book,1967,$4 million,"$13,000,000",images\1967_The_Jungle_Book.jpg,4.0,13.0,The Jungle Book,1.6094379124341003,2.6390573296152584
Camelot,1967,$13 million,"$12,300,000",images\1967_Camelot.jpg,13.0,12.3,Camelot,2.6390573296152584,2.5877640352277083
Funny Girl,1968,$14.1 million,"$24,900,000",images\1968_Funny_Girl.jpg,14.1,24.9,Funny Girl,2.714694743820879,3.254242968705492
2001: A Space Odyssey,1968,$10.5 million,"$21,500,000",images\1968_2001:_A_Space_Odyssey.jpg,10.5,21.5,2001: A Space Odyssey,2.4423470353692043,3.1135153092103742
The Odd Couple,1968,$1.2 million,"$20,000,000",images\1968_The_Odd_Couple.jpg,1.2,20.0,The Odd Couple,0.7884573603642702,3.044522437723423
Bullitt,1968,$4 million,"$19,000,000",images\1968_Bullitt.jpg,4.0,19.0,Bullitt,1.6094379124341003,2.995732273553991
Oliver!,1968,$10 million,"$16,800,000",images\1968_Oliver!.jpg,10.0,16.8,Oliver!,2.3978952727983707,2.8791984572980396
Planet of the Apes,1968,$5.8 million,"$15,000,000",images\1968_Planet_of_the_Apes.jpg,5.8,15.0,Planet of the Apes,1.916922612182061,2.772588722239781
Rosemary's Baby,1968,$3.2 million,"$15,000,000",images\1968_Rosemary's_Baby.jpg,3.2,15.0,Rosemary's Baby,1.4350845252893227,2.772588722239781
Romeo and Juliet,1968,"$850,000","$14,500,000",images\1968_Romeo_and_Juliet.jpg,0.85,14.5,Romeo and Juliet,0.6151856390902334,2.740840023925201
"Yours, Mine and Ours",1968,$2.5 million,"$11,500,000","images\1968_Yours,_Mine_and_Ours.jpg",2.5,11.5,"Yours, Mine and Ours",1.252762968495368,2.5257286443082556
The Lion in Winter,1968,$4 million,"$10,006,000",images\1968_The_Lion_in_Winter.jpg,4.0,10.006,The Lion in Winter,1.6094379124341003,2.398440578637567
Butch Cassidy and the Sundance Kid,1969,$6 million,"$29,200,000",images\1969_Butch_Cassidy_and_the_Sundance_Kid.jpg,6.0,29.2,Butch Cassidy and the Sundance Kid,1.9459101490553132,3.407841924380824
The Love Bug,1969,$5 million,"$21,000,000",images\1969_The_Love_Bug.jpg,5.0,21.0,The Love Bug,1.791759469228055,3.091042453358316
Midnight Cowboy,1969,$3.2 million,"$20,500,000",images\1969_Midnight_Cowboy.jpg,3.2,20.5,Midnight Cowboy,1.4350845252893227,3.068052935133617
Easy Rider,1969,"$360,000-400,000","$16,900,000",images\1969_Easy_Rider.jpg,0.36,16.9,Easy Rider,0.3074846997479606,2.884800712846709
"Hello, Dolly!",1969,$25 million,"$15,000,000","images\1969_Hello,_Dolly!.jpg",25.0,15.0,"Hello, Dolly!",3.258096538021482,2.772588722239781
Bob & Carol & Ted & Alice,1969,$2 million,"$14,600,000",images\1969_Bob_&_Carol_&_Ted_&_Alice.jpg,2.0,14.6,Bob & Carol & Ted & Alice,1.0986122886681098,2.747270914255491
Paint Your Wagon,1969,$20 million,"$14,500,000",images\1969_Paint_Your_Wagon.jpg,20.0,14.5,Paint Your Wagon,3.044522437723423,2.740840023925201
Cactus Flower,1969,$3 million,"$11,900,000",images\1969_Cactus_Flower.jpg,3.0,11.9,Cactus Flower,1.3862943611198906,2.5572273113676265
"Goodbye, Columbus",1969,$1.5 million,"$10,500,000","images\1969_Goodbye,_Columbus.jpg",1.5,10.5,"Goodbye, Columbus",0.9162907318741551,2.4423470353692043
Love Story,1970,$2.2 million,"$50,000,000",images\1970_Love_Story.jpg,2.2,50.0,Love Story,1.1631508098056809,3.9318256327243257
Airport,1970,$10.2 million,"$44,500,000",images\1970_Airport.jpg,10.2,44.5,Airport,2.4159137783010487,3.817712325956905
M*A*S*H,1970,$3 million,"$30,000,000",images\1970_M*A*S*H.jpg,3.0,30.0,M*A*S*H,1.3862943611198906,3.4339872044851463
Patton,1970,$12.6 million,"$27,000,000",images\1970_Patton.jpg,12.6,27.0,Patton,2.6100697927420065,3.332204510175204
Woodstock,1970,"$600,000","$16,400,000",images\1970_Woodstock.jpg,0.6,16.4,Woodstock,0.4700036292457356,2.856470206220483
Little Big Man,1970,$7 million,"$15,000,000",images\1970_Little_Big_Man.jpg,7.0,15.0,Little Big Man,2.0794415416798357,2.772588722239781
Tora! Tora! Tora!,1970,$25 million,"$13,700,000",images\1970_Tora!_Tora!_Tora!.jpg,25.0,13.7,Tora! Tora! Tora!,3.258096538021482,2.6878474937846906
Ryan's Daughter,1970,$13.3 million,"$13,400,000",images\1970_Ryan's_Daughter.jpg,13.3,13.4,Ryan's Daughter,2.6602595372658615,2.667228206581955
Catch-22,1970,$18 million,"$12,300,000",images\1970_Catch-22.jpg,18.0,12.3,Catch-22,2.9444389791664403,2.5877640352277083
Fiddler on the Roof,1971,$9 million,"$40,500,000",images\1971_Fiddler_on_the_Roof.jpg,9.0,40.5,Fiddler on the Roof,2.302585092994046,3.7256934272366524
Billy Jack,1971,"$800,000","$32,500,000",images\1971_Billy_Jack.jpg,0.8,32.5,Billy Jack,0.5877866649021191,3.5115454388310208
The French Connection,1971,$1.8-2.2 million,"$26,300,000",images\1971_The_French_Connection.jpg,1.8,26.3,The French Connection,1.0296194171811581,3.3068867021909143
Summer of '42,1971,$1 million,"$20,500,000",images\1971_Summer_of_'42.jpg,1.0,20.5,Summer of '42,0.6931471805599453,3.068052935133617
Diamonds Are Forever,1971,$7.2 million,"$19,727,000",images\1971_Diamonds_Are_Forever.jpg,7.2,19.727,Diamonds Are Forever,2.1041341542702074,3.0314371981747676
Dirty Harry,1971,$4 million,"$18,000,000",images\1971_Dirty_Harry.jpg,4.0,18.0,Dirty Harry,1.6094379124341003,2.9444389791664403
A Clockwork Orange,1971,$1.3 million,"$17,000,000",images\1971_A_Clockwork_Orange.jpg,1.3,17.0,A Clockwork Orange,0.832909122935104,2.8903717578961645
Carnal Knowledge,1971,$5 million,"$14,075,000",images\1971_Carnal_Knowledge.jpg,5.0,14.075,Carnal Knowledge,1.791759469228055,2.713037742613249
The Last Picture Show,1971,$1.3 million,"$13,110,000",images\1971_The_Last_Picture_Show.jpg,1.3,13.11,The Last Picture Show,0.832909122935104,2.6468837658647226
Sweet Sweetback's Baadasssss Song,1971,"$150,000","$9,200,000",images\1971_Sweet_Sweetback's_Baadasssss_Song.jpg,0.15,9.2,Sweet Sweetback's Baadasssss Song,0.1397619423751587,2.322387720290225
The Godfather,1972,$6-7 million,"$86,300,000",images\1972_The_Godfather.jpg,6.0,86.3,The Godfather,1.9459101490553132,4.469350462845557
The Poseidon Adventure,1972,$4.7 million,"$42,000,000",images\1972_The_Poseidon_Adventure.jpg,4.7,42.0,The Poseidon Adventure,1.7404661748405046,3.7612001156935624
"What's Up, Doc?",1972,$4 million,"$28,000,000","images\1972_What's_Up,_Doc?.jpg",4.0,28.0,"What's Up, Doc?",1.6094379124341003,3.367295829986474
Deliverance,1972,$2 million,"$22,500,000",images\1972_Deliverance.jpg,2.0,22.5,Deliverance,1.0986122886681098,3.1570004211501135
Jeremiah Johnson,1972,$3.1 million,"$21,900,000",images\1972_Jeremiah_Johnson.jpg,3.1,21.9,Jeremiah Johnson,1.410986973710262,3.131136910560194
Cabaret,1972,$4.6 million,"$20,250,000",images\1972_Cabaret.jpg,4.6,20.25,Cabaret,1.7227665977411035,3.056356895370426
Deep Throat,1972,"$47,500","$20,000,000",images\1972_Deep_Throat.jpg,0.0475,20.0,Deep Throat,0.046406372814155744,3.044522437723423
The Getaway,1972,$3.3 million,"$18,000,000",images\1972_The_Getaway.jpg,3.3,18.0,The Getaway,1.4586150226995167,2.9444389791664403
Lady Sings the Blues,1972,over $2 million,"$9,666,000",images\1972_Lady_Sings_the_Blues.jpg,2.0,9.666,Lady Sings the Blues,1.0986122886681098,2.3670611121784106
The Exorcist,1973,$12 million,"$88,500,000",images\1973_The_Exorcist.jpg,12.0,88.5,The Exorcist,2.5649493574615367,4.4942386252808095
The Sting,1973,$5.5 million,"$79,000,000",images\1973_The_Sting.jpg,5.5,79.0,The Sting,1.8718021769015913,4.382026634673881
American Graffiti,1973,"$777,000","$55,900,000",images\1973_American_Graffiti.jpg,0.777,55.9,American Graffiti,0.5749265491725143,4.041295341132285
Papillon,1973,$13.5 million,"$22,500,000",images\1973_Papillon.jpg,13.5,22.5,Papillon,2.6741486494265287,3.1570004211501135
The Way We Were,1973,$5 million,"$22,457,000",images\1973_The_Way_We_Were.jpg,5.0,22.457,The Way We Were,1.791759469228055,3.1551689578104867
Last Tango in Paris,1973,$1 million,"$16,711,000",images\1973_Last_Tango_in_Paris.jpg,1.0,16.711,Last Tango in Paris,0.6931471805599453,2.874185915474495
Paper Moon,1973,$2.5 million,"$16,559,000",images\1973_Paper_Moon.jpg,2.5,16.559,Paper Moon,1.252762968495368,2.8655666389771937
Live and Let Die,1973,$7 million,"$15,925,000",images\1973_Live_and_Let_Die.jpg,7.0,15.925,Live and Let Die,2.0794415416798357,2.8287918187983387
Serpico,1973,$3.3 million,"$15,400,000",images\1973_Serpico.jpg,3.3,15.4,Serpico,1.4586150226995167,2.797281334830153
The Towering Inferno,1974,$14 million,"$50,000,000",images\1974_The_Towering_Inferno.jpg,14.0,50.0,The Towering Inferno,2.70805020110221,3.9318256327243257
Blazing Saddles,1974,$2.6 million,"$45,200,000",images\1974_Blazing_Saddles.jpg,2.6,45.2,Blazing Saddles,1.2809338454620642,3.832979798087693
Young Frankenstein,1974,$2.78 million,"$38,800,000",images\1974_Young_Frankenstein.jpg,2.78,38.8,Young Frankenstein,1.3297240096314962,3.6838669122903918
Earthquake,1974,$6.6 million,"$36,300,000",images\1974_Earthquake.jpg,6.6,36.3,Earthquake,2.028148247292285,3.6189933266497696
The Trial of Billy Jack,1974,$2.5 million,"$31,100,000",images\1974_The_Trial_of_Billy_Jack.jpg,2.5,31.1,The Trial of Billy Jack,1.252762968495368,3.4688560301359703
The Godfather Part II,1974,$13 million,"$30,700,000",images\1974_The_Godfather_Part_II.jpg,13.0,30.7,The Godfather Part II,2.6390573296152584,3.456316680883235
Airport 1975,1974,$3 million,"$25,800,000",images\1974_Airport_1975.jpg,3.0,25.8,Airport 1975,1.3862943611198906,3.288401887516811
The Longest Yard,1974,$2.9 million,"$23,000,000",images\1974_The_Longest_Yard.jpg,2.9,23.0,The Longest Yard,1.3609765531356006,3.1780538303479458
Death Wish,1974,$3.7 million,"$22,000,000",images\1974_Death_Wish.jpg,3.7,22.0,Death Wish,1.547562508716013,3.1354942159291497
The Life and Times of Grizzly Adams,1974,"$125,000","$21,895,000",images\1974_The_Life_and_Times_of_Grizzly_Adams.jpg,0.125,21.895,The Life and Times of Grizzly Adams,0.11778303565638346,3.1309185461090587
Jaws,1975,$9-12 million,"$133,400,000",images\1975_Jaws.jpg,9.0,133.4,Jaws,2.302585092994046,4.900820428089049
One Flew Over the Cuckoo's Nest,1975,$3-4.4 million,"$59,200,000",images\1975_One_Flew_Over_the_Cuckoo's_Nest.jpg,3.0,59.2,One Flew Over the Cuckoo's Nest,1.3862943611198906,4.097672352314776
The Rocky Horror Picture Show†,1975,$1.4 million,"$50,420,000",images\1975_The_Rocky_Horror_Picture_Show†.jpg,1.4,50.42,The Rocky Horror Picture Show†,0.8754687373538999,3.9400272018377436
Shampoo,1975,$4 million,"$23,822,000",images\1975_Shampoo.jpg,4.0,23.822,Shampoo,1.6094379124341003,3.211730356707329
Dog Day Afternoon,1975,$3.5-$3.8 million,"$22,500,000",images\1975_Dog_Day_Afternoon.jpg,3.65,22.5,Dog Day Afternoon,1.536867219599265,3.1570004211501135
The Return of the Pink Panther,1975,$5 million,"$20,017,000",images\1975_The_Return_of_the_Pink_Panther.jpg,5.0,20.017,The Return of the Pink Panther,1.791759469228055,3.045331634045275
Three Days of the Condor,1975,$7.8 million,"$20,014,000",images\1975_Three_Days_of_the_Condor.jpg,7.8,20.014,Three Days of the Condor,2.174751721484161,3.0451888822665834
Funny Lady,1975,$8.5 million,"$19,313,000",images\1975_Funny_Lady.jpg,8.5,19.313,Funny Lady,2.2512917986064953,3.011261075171618
Tommy,1975,$3 million,"$17,793,000",images\1975_Tommy.jpg,3.0,17.793,Tommy,1.3862943611198906,2.933484460074464
Rocky,1976,$1.1 million,"$55,900,000",images\1976_Rocky.jpg,1.1,55.9,Rocky,0.7419373447293773,4.041295341132285
A Star Is Born,1976,$6 million,"$37,100,000",images\1976_A_Star_Is_Born.jpg,6.0,37.1,A Star Is Born,1.9459101490553132,3.6402142821326553
King Kong,1976,$23-24 million,"$36,900,000",images\1976_King_Kong.jpg,23.0,36.9,King Kong,3.1780538303479458,3.634951112088381
Silver Streak,1976,$5.5 million  or $6.5 million,"$30,018,000",images\1976_Silver_Streak.jpg,6.0,30.018,Silver Streak,1.9459101490553132,3.434567681137261
All the President's Men,1976,$8.5 million,"$30,000,000",images\1976_All_the_President's_Men.jpg,8.5,30.0,All the President's Men,2.2512917986064953,3.4339872044851463
The Omen,1976,$2.8 million,"$28,500,000",images\1976_The_Omen.jpg,2.8,28.5,The Omen,1.33500106673234,3.3843902633457743
The Bad News Bears,1976,$9 million,"$24,800,000",images\1976_The_Bad_News_Bears.jpg,9.0,24.8,The Bad News Bears,2.302585092994046,3.250374491927572
The Enforcer,1976,$9 million,"$24,000,000",images\1976_The_Enforcer.jpg,9.0,24.0,The Enforcer,2.302585092994046,3.2188758248682006
Midway,1976,$4 million,"$21,610,435",images\1976_Midway.jpg,4.0,21.610435,Midway,1.6094379124341003,3.118411525379463
Star Wars,1977,$11 million,"$221,280,994",images\1977_Star_Wars.jpg,11.0,221.280994,Star Wars,2.4849066497880004,5.403942320239044
Smokey and the Bandit,1977,$4.3 million,"$126,737,428",images\1977_Smokey_and_the_Bandit.jpg,4.3,126.737428,Smokey and the Bandit,1.667706820558076,4.849976813282233
Close Encounters of the Third Kind,1977,$19.4 million,"$116,395,460",images\1977_Close_Encounters_of_the_Third_Kind.jpg,19.4,116.39546,Close Encounters of the Third Kind,3.0155349008501706,4.765548235436706
Saturday Night Fever,1977,$3.5 million,"$94,213,184",images\1977_Saturday_Night_Fever.jpg,3.5,94.213184,Saturday Night Fever,1.5040773967762742,4.556118419603783
A Bridge Too Far,1977,$25 million,"$50,750,000",images\1977_A_Bridge_Too_Far.jpg,25.0,50.75,A Bridge Too Far,3.258096538021482,3.9464244321454784
The Deep,1977,$9 million  or $8.5 million,"$47,346,365",images\1977_The_Deep.jpg,8.75,47.346365,The Deep,2.277267285009756,3.8783910381009936
The Spy Who Loved Me,1977,$13.5 million,"$46,838,673",images\1977_The_Spy_Who_Loved_Me.jpg,13.5,46.838673,The Spy Who Loved Me,2.6741486494265287,3.8678343709633483
"Oh, God!",1977,$2.1 million,"$41,687,243","images\1977_Oh,_God!.jpg",2.1,41.687243,"Oh, God!",1.1314021114911006,3.753900116815082
Annie Hall,1977,$4 million,"$38,251,425",images\1977_Annie_Hall.jpg,4.0,38.251425,Annie Hall,1.6094379124341003,3.6699877493018644
Grease,1978,$6 million,"$159,978,870",images\1978_Grease.jpg,6.0,159.97887,Grease,1.9459101490553132,5.081273114135422
Superman,1978,$55 million,"$134,218,018",images\1978_Superman.jpg,55.0,134.218018,Superman,4.02535169073515,4.906888423960078
National Lampoon's Animal House,1978,$3 million,"$120,091,123",images\1978_National_Lampoon's_Animal_House.jpg,3.0,120.091123,National Lampoon's Animal House,1.3862943611198906,4.79654334481692
Every Which Way but Loose,1978,$5 million,"$85,196,485",images\1978_Every_Which_Way_but_Loose.jpg,5.0,85.196485,Every Which Way but Loose,1.791759469228055,4.456629399576051
Heaven Can Wait,1978,$6 million,"$81,640,278",images\1978_Heaven_Can_Wait.jpg,6.0,81.640278,Heaven Can Wait,1.9459101490553132,4.414497188794108
Hooper,1978,$6 million,"$78,000,000",images\1978_Hooper.jpg,6.0,78.0,Hooper,1.9459101490553132,4.3694478524670215
Jaws 2,1978,$20 million,"$77,737,272",images\1978_Jaws_2.jpg,20.0,77.737272,Jaws 2,3.044522437723423,4.366116639246125
Revenge of the Pink Panther,1978,$12 million,"$49,579,269",images\1978_Revenge_of_the_Pink_Panther.jpg,12.0,49.579269,Revenge of the Pink Panther,2.5649493574615367,3.923541788784674
The Deer Hunter,1978,$15 million,"$48,979,328",images\1978_The_Deer_Hunter.jpg,15.0,48.979328,The Deer Hunter,2.772588722239781,3.911609479938265
Halloween,1978,"$300,000-325,000","$47,000,000",images\1978_Halloween.jpg,0.3,47.0,Halloween,0.262364264467491,3.871201010907891
Kramer vs. Kramer,1979,$8 million,"$106,260,000",images\1979_Kramer_vs._Kramer.jpg,8.0,106.26,Kramer vs. Kramer,2.1972245773362196,4.675255793554779
The Amityville Horror,1979,$4.7 million,"$86,432,520",images\1979_The_Amityville_Horror.jpg,4.7,86.43252,The Amityville Horror,1.7404661748405046,4.47086729583587
Rocky II,1979,$7 million,"$85,182,160",images\1979_Rocky_II.jpg,7.0,85.18216,Rocky II,2.0794415416798357,4.4564631956935115
Apocalypse Now,1979,$31.5 million,"$83,471,511",images\1979_Apocalypse_Now.jpg,31.5,83.471511,Apocalypse Now,3.481240089335692,4.436414329586993
Star Trek: The Motion Picture,1979,$44 million,"$82,258,456",images\1979_Star_Trek:_The_Motion_Picture.jpg,44.0,82.258456,Star Trek: The Motion Picture,3.8066624897703196,4.42194969727588
Alien,1979,$8.4-14 million,"$80,931,801",images\1979_Alien.jpg,8.4,80.931801,Alien,2.2407096892759584,4.405887206092029
The Muppet Movie,1979,$8 million,"$76,657,000",images\1979_The_Muppet_Movie.jpg,8.0,76.657,The Muppet Movie,2.1972245773362196,4.352301693632051
10,1979,$5-6 million,"$74,865,517",images\1979_10.jpg,5.0,74.865517,10,1.791759469228055,4.328962259690687
The Jerk,1979,$4 million,"$73,691,419",images\1979_The_Jerk.jpg,4.0,73.691419,The Jerk,1.6094379124341003,4.313365212715752
Moonraker,1979,$34 million,"$70,308,099",images\1979_Moonraker.jpg,34.0,70.308099,Moonraker,3.5553480614894135,4.267009911432175
The Empire Strikes Back,1980,$30.5 million,"$209,398,025",images\1980_The_Empire_Strikes_Back.jpg,30.5,209.398025,The Empire Strikes Back,3.449987545831587,5.3490010939373684
9 to 5,1980,$10 million,"$103,290,500",images\1980_9_to_5.jpg,10.0,103.2905,9 to 5,2.3978952727983707,4.64718027444515
Stir Crazy,1980,$10 million,"$101,300,000",images\1980_Stir_Crazy.jpg,10.0,101.3,Stir Crazy,2.3978952727983707,4.627909672957581
Airplane!,1980,$3.5 million,"$83,453,539",images\1980_Airplane!.jpg,3.5,83.453539,Airplane!,1.5040773967762742,4.436201548829281
Any Which Way You Can,1980,$15 million,"$70,687,344",images\1980_Any_Which_Way_You_Can.jpg,15.0,70.687344,Any Which Way You Can,2.772588722239781,4.272314218775626
Private Benjamin,1980,$9.2 million,"$69,847,348",images\1980_Private_Benjamin.jpg,9.2,69.847348,Private Benjamin,2.322387720290225,4.260527534243464
Coal Miner's Daughter,1980,$15 million,"$67,182,787",images\1980_Coal_Miner's_Daughter.jpg,15.0,67.182787,Coal Miner's Daughter,2.772588722239781,4.222192142964367
Smokey and the Bandit II,1980,$17 million,"$66,132,626",images\1980_Smokey_and_the_Bandit_II.jpg,17.0,66.132626,Smokey and the Bandit II,2.8903717578961645,4.206670155314569
The Blue Lagoon,1980,$4.5 million,"$58,853,106",images\1980_The_Blue_Lagoon.jpg,4.5,58.853106,The Blue Lagoon,1.7047480922384253,4.091893327065096
The Blues Brothers,1980,$27.5 million,"$57,229,890",images\1980_The_Blues_Brothers.jpg,27.5,57.22989,The Blues Brothers,3.349904087274605,4.064398796786622
Raiders of the Lost Ark,1981,$20 million,"$212,222,025",images\1981_Raiders_of_the_Lost_Ark.jpg,20.0,212.222025,Raiders of the Lost Ark,3.044522437723423,5.362333993710136
On Golden Pond,1981,$15 million,"$119,285,432",images\1981_On_Golden_Pond.jpg,15.0,119.285432,On Golden Pond,2.772588722239781,4.789867518390911
Superman II,1981,$54 million,"$108,185,706",images\1981_Superman_II.jpg,54.0,108.185706,Superman II,4.007333185232471,4.69305015730709
Arthur,1981,$7 million,"$95,461,682",images\1981_Arthur.jpg,7.0,95.461682,Arthur,2.0794415416798357,4.5691458517685
Stripes,1981,$9-10 million,"$85,297,000",images\1981_Stripes.jpg,9.0,85.297,Stripes,2.302585092994046,4.457794835028607
The Cannonball Run,1981,US$16-18 million,"$72,179,579",images\1981_The_Cannonball_Run.jpg,16.0,72.179579,The Cannonball Run,2.833213344056216,4.292916406636551
Chariots of Fire,1981,"$5.5 million   or £4,032,859","$58,972,904",images\1981_Chariots_of_Fire.jpg,5.5,58.972904,Chariots of Fire,1.8718021769015913,4.093892860220111
For Your Eyes Only,1981,$28 million,"$54,812,802",images\1981_For_Your_Eyes_Only.jpg,28.0,54.812802,For Your Eyes Only,3.367295829986474,4.022003269596323
The Four Seasons,1981,$6.5 million,"$50,427,646",images\1981_The_Four_Seasons.jpg,6.5,50.427646,The Four Seasons,2.0149030205422647,3.940175887788496
Time Bandits,1981,$5 million,"$42,365,581",images\1981_Time_Bandits.jpg,5.0,42.365581,Time Bandits,1.791759469228055,3.7696660619482016
E.T. the Extra-Terrestrial,1982,$10.5 million,"$359,197,037",images\1982_E.T._the_Extra-Terrestrial.jpg,10.5,359.197037,E.T. the Extra-Terrestrial,2.4423470353692043,5.886651206722458
Tootsie,1982,$22 million,"$177,200,000",images\1982_Tootsie.jpg,22.0,177.2,Tootsie,3.1354942159291497,5.182906515036709
An Officer and a Gentleman,1982,$7.5 million,"$129,795,554",images\1982_An_Officer_and_a_Gentleman.jpg,7.5,129.795554,An Officer and a Gentleman,2.1400661634962708,4.8736354476197095
First Blood,1982,$15 million,"$125,212,904",images\1982_First_Blood.jpg,15.0,125.212904,First Blood,2.772588722239781,4.837970195276093
Rocky III,1982,$17 million,"$124,146,897",images\1982_Rocky_III.jpg,17.0,124.146897,Rocky III,2.8903717578961645,4.829488223323497
Porky's,1982,$4-5 million,"$105,492,483",images\1982_Porky's.jpg,4.0,105.492483,Porky's,1.6094379124341003,4.668074400498817
Star Trek II: The Wrath of Khan,1982,$12 million,"$78,912,963",images\1982_Star_Trek_II:_The_Wrath_of_Khan.jpg,12.0,78.912963,Star Trek II: The Wrath of Khan,2.5649493574615367,4.38093807991307
48 Hrs.,1982,$12 million,"$78,868,508",images\1982_48_Hrs..jpg,12.0,78.868508,48 Hrs.,2.5649493574615367,4.3803816323992395
Poltergeist,1982,$10.7 million,"$76,606,280",images\1982_Poltergeist.jpg,10.7,76.60628,Poltergeist,2.4595888418037104,4.351648351749744
The Best Little Whorehouse in Texas,1982,$20.5 million - $35 million,"$69,701,637",images\1982_The_Best_Little_Whorehouse_in_Texas.jpg,27.75,69.701637,The Best Little Whorehouse in Texas,3.3586377672433594,4.258468726807034
Return of the Jedi,1983,$32.5-42.7 million,"$309,306,177",images\1983_Return_of_the_Jedi.jpg,32.5,309.306177,Return of the Jedi,3.5115454388310208,5.737559477798258
Terms of Endearment,1983,$8 million,"$108,423,489",images\1983_Terms_of_Endearment.jpg,8.0,108.423489,Terms of Endearment,2.1972245773362196,4.695225574436955
Flashdance,1983,$7 million,"$92,921,203",images\1983_Flashdance.jpg,7.0,92.921203,Flashdance,2.0794415416798357,4.5424561647711785
Trading Places,1983,$15 million,"$90,404,800",images\1983_Trading_Places.jpg,15.0,90.4048,Trading Places,2.772588722239781,4.515297993492545
WarGames,1983,$12 million,"$79,567,667",images\1983_WarGames.jpg,12.0,79.567667,WarGames,2.5649493574615367,4.389097415182699
Sudden Impact,1983,$22 million,"$67,642,693",images\1983_Sudden_Impact.jpg,22.0,67.642693,Sudden Impact,3.1354942159291497,4.228914688093069
Staying Alive,1983,$22 million,"$64,892,670",images\1983_Staying_Alive.jpg,22.0,64.89267,Staying Alive,3.1354942159291497,4.188027206186989
Mr. Mom,1983,$5 million,"$64,783,827",images\1983_Mr._Mom.jpg,5.0,64.783827,Mr. Mom,1.791759469228055,4.186374017846336
